topic,relatedness,text,date,group,likes,reposts,views
праздник,0.4949,"И вновь Поморье    На побережье штиль и дремота,  шипит волна свободного наката,  на Беломорье в полдень лепота,  а разум ждет июльского возврата.    Мерцает даль и рано хмурит день,  но лучик солнца разноцветит скалы.  Мой кабинет: основа - старый пень,  и для костра - из плавника навалы.    Нет для меня беды: не робинзон,  сезонно топтаны на Север тропы,  сквозит суровость северных икон,  не жажду видеть ласковость Европы.    Прибой-убой, урон-вода сухая, шар,  Кемь, Соловки, зуйки, бакланы, луды…  На острове подобье топких мшар  и кипы терпких ламинарий, путы.    Так здравствуй, Север! Север вновь…  Под стонущие пасквили гагары.  Пусть молодеет вечная любовь  к тебе, Поморье - сотворенье чары.    Поморьска говоря:  Убой – прилив.  Урон – отлив.  Сухая вода – вода в конце отлива.  Шар – пролив между островом и материком.  Зуйки, бакланы – птицы Поморья.  Луда – каменистый остров или каменистая мель.    25.02.20       фото из интернета",2020-02-26 05:49:25,,6,0,0
праздник,0.4933,"БЕЛОЕ МОРЕ ЗИМОЙ. Фото Татьяны Каньшиевой.  Гуляет ветер на просторе:  свистит, петляет и кружит.  Зима. Под льда покровом море  до дней весенних крепко спит.    Белее белого под солнцем  сверкает искорками снег.  Не зря, наверно, Белым море  зовут уже не первый век.    И хоть здесь солнце редкий странник, а чаще в небе облака.  Не зря проснусь сегодня рано:  мороз и солнце - для меня!    Н.Васильев, 07.02.2017",2017-02-12 10:35:08,,9,0,315
праздник,0.4911,🍂 Сентябрьские зарисовки. ☛Озеро Долгое «««««««««««««««««««««««««««««««««««««««««««««««««««««««« 🍁 Рыжий вечер,2021-10-05 20:36:11,,84,3,2705
праздник,0.4897,"❄ Декабрьские зарисовки.  ««««««««««««««««««««««««««««««««««««««««««««««««««««««« ""Зимний кит"" Карелия, Ладожские шхеры, сезон 2021",2021-12-09 20:18:17,,481,39,8826
праздник,0.4879,"📖 Туман Облако низко к земле опустилось,  Дымом и пылью наполнилось, слилось.  Стало неясно, вокруг как обман,  Вот и спустился на землю ТУМАН.    Об образуется чаще ночами,  Утром осенним его мы встречаем,  Над водоёмами или в низинах  Туман оседает – всё стало невидно.    Может и летом он с гор опуститься,  Будет белеть, облаками клубиться.  Но ветер подул и рассеял туман:  Вот и закончился белый обман!    © Copyright: Марина Андреева-Доглядная  На снимках: Туманные пейзажи Суккозерья  Фото: Наталья Порошенкова  ▫Лучшее от наших подписчиков",2017-11-18 21:19:38,,17,2,417
праздник,0.485,"🔵 Апрельские зарисовки ⏩ Онежское озеро.  «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Кузаранда, Юсова Гора, апрель  📷 От наших подписчиков",2018-04-02 12:57:14,,35,2,733
праздник,0.4833,"Посмотрели и ушли... И осталась одинокая берёзка сторожить пустынный берег Киви-йоки. А на горизонте морозы и метели, с тоскливым воем голодного волка. Но берёзка эта из полярного племени, не знает она жизни другой, дождётся до нового чуда - весеннего просыпа.",2020-09-07 13:18:37,,2,0,0
праздник,0.483,"❄ Январские зарисовки 🌍 Остров Риеккалансаари «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Над карельской тайгой.  Лунное затмение , фаза перехода/выхода.   Карелия, 2019.  📷 [id299566684|Анатолий Соколов]",2019-01-21 18:40:03,,102,8,2501
праздник,0.4828,"🍃 🍓 Летний лес  И вновь мне сосны до небес  Ветвями солнце закрывают.  Вхожу в богатый летний лес,  Когда в нём что-то поспевает.    Даёт красивый урожай.  Одна из первых - земляника,  Пусть кустик маленький и дикий,  Поляна – земляничный рай!..  © Copyright: Влад Макеев",2018-06-25 14:13:58,,30,4,873
праздник,0.4807,❄ Зимние зарисовки 🔹 Рускеальские водопады ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««  ©:Дмитрий Алексеев,2017-12-04 13:19:40,,43,8,546
праздник,0.4806,"На зимовку  До свиданья, озеро, до лета,  ты устав, скрываешься под лёд, залатать испорченность портрета, пострадало вдоль и поперёк.  Улетели подлые гагары, реже, и в печали, чаек крик, по ночам кучкуются Стожары, сухопутьем топает старик.  И сквозит метельная подлунность, и гуляет суточно мороз, леденеет малая лагуна и забыт разгул июльских гроз.  Взбудоражат зиму летозори, легче вдох - бодрее старый дед, ближе к марту, навестит в дозоре друга-лодку: в доле или нет?  30.10.19",2019-10-30 05:10:58,,11,0,0
праздник,0.4804,"* * * Облака спускаются на землю, Оставляя неба высоту. Покрывают первым зимним снегом Только что опавшую листву.  Белым пухом падают неслышно, Укрепляя белые слои. Небеса в тумане неподвижном Шепчут колыбельную земли.   Лес застыл, и поле тихо внемлет, Старый дуб стоит, заворожён; Облака спускаются на землю, Погружая в долгий зимний сон…",2017-12-11 00:53:04,,21,2,418
праздник,0.4799,"🐾 Фауна Карелии  «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««  Фауна Карелии богата и разнообразна. Здесь встречаются все животные, которые традиционно обитают в тайге. Но особенность Карельской республики еще и в том, что здесь много водоемов. А значит, и североморских представителей царства животных намного больше, чем в любом другом уголке России.  Смотрим клип группы [id368694289|Карелия Моререкикемь]  ""Любопытная красавица в Белом море"". Лето 1924 г.",2024-06-19 12:30:00,,33,5,3120
праздник,0.4794,"🍁 На неба голубом подносе  Всё чаще тучи подают.  В леса пришла хозяйкой осень,  Создав особый свой уют.    Бредут из чащи на поляну  Семейки желтые опят.  В дыхании травы медвяной  Березы пламенем горят.    От них еще густые тени  В сухие солнечные дни,  И даже ветерок осенний  Пока приветствуют они.    Они красивее, чем летом,  Их цвет - от гибели побег,  Стихом и временем воспеты,  Но их красе недолог век.    И на заплаканном рассвете,  Когда стеной польет с небес,  Взметнувши вверх нагие ветви,  Застынет, став прозрачным, лес.  (с)    Решено, еду в лес за грибами. Может опять привезу столько же?😊   📷 [id205984517|Михаил Фирсов]  ✉ От наших подписчиков",2018-09-15 13:55:24,,18,1,632
праздник,0.4784,"🍂 Осенние зарисовки  «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««  д. Щеккила, озеро Харитан. Октябрь",2019-10-10 21:36:20,,61,4,1262
праздник,0.478,"Одними тропами  И, может, на остывший след ступала там твоя нога, а между нами - дождь и снег и служба, так же нелегка.  Короток солнечный рассвет и песнь рассвета коротка. А ночи не было, и нет, и чуть кружится голова.  Плывёт багульника дурман, кричит испуганно сова, парит меж сосенок туман, как в вату падают слова.  Шумит на Ливо водопад, кипит и бесится вода. Приказ и дембель, листопад: поют без ветра провода.  Булыжник на тропе увяз. Он всё живёт, он в сторожах. Служили мы? Похоже, сказ, застрявший в памяти, в годах.   15.07.19",2019-07-15 11:23:20,,9,0,0
праздник,0.4776,🌀 Весенние зарисовки. ☛  «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««  Карелия. Белое море. Март 2021.,2021-04-16 14:45:00,,94,5,1977
праздник,0.4776,🌀 Весенние зарисовки. ☛  ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Карелия. Белое море. Март 2021.,2021-03-17 16:44:00,,70,12,1947
праздник,0.4775,"Застило марево  Застило марево просторы,  Дрожал и плавал горизонт, А даль притягивала взоры: Держать ли наготове зонт.  Коряво свойство индивида: В жару подай ему снежок, А дождик, поженка небрита, Не угодишь, такой «кусок»  Очнулись в небесах завхозы, И взбунтовалась плоть Земли,  И регулярны вышли грозы, Чересполосицей легли.  В разгул ударилась стихия, Чудесен вечер грозовой: Летят молоньи, громы злые, Вверху вершится мордобой.  фото из интернета",2019-07-17 06:29:34,,7,0,0
праздник,0.477,"✾Мартовские зарисовки ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« В пятницу Онежскую Набережную украсили снежные барханы - ветер создал причудливые узоры и завитки, а солнце всю эту красоту подсветило так, что пройти мимо было просто невозможно.  💌 Лучшее от наших подписчиков",2018-03-24 15:53:07,,39,4,841
праздник,0.4769,"Вологда    Густо повеяло холодом,  Арктика снегом пахнула,  Груманта ветры до Вологды,  маревом даль затянуло…    Тешится вечер сиреневый,  лето, с поправкою – Север,  пахнет моржами-тюленями,  Баренц взбодрился во гневе.    Плещет речушка в извилинах,  зелени бунт в палисаде,  стонут заборы-прожилины,  держат нагрузку в надсаде.    «Кухня» Рубцова и вольница,  толпы сиреней, черёмух,  звонкая, Вологды звонница,  преданность полю ржаному.    Песня рябины, так вхожая  в город, из ближних селений,  осень, на зори похожая,  сгусток твоих откровений.    Вологда, милая Вологда…  След не остыл на асфальте.  Нет мемуаров, но дорого,  думы, не надо, не жальте.    17.06.20           фото из интернета",2020-06-17 05:28:25,,4,0,0
праздник,0.4761,"Сортавальский район, Карелия.  В Приладожье день завершился низко висящей над горизонтом луной - такое ощущение, что протяни руку, и вот она - прямо на ладонях.  Рядышком слышится плеск воды чудеснейшего озера Янисъярви, и шелест тростника, что с меня ростом.  Вдох-выдох и небольшой сон перед встречей рассвета...  📷 От наших подписчиков",2018-08-17 01:42:02,,36,4,988
праздник,0.4753,"❄ Декабрьские зарисовки.☛ Сортавала «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Мороз ушёл, приходит оттепель....",2021-12-14 09:55:00,,48,4,1769
праздник,0.475,✅ Августовские зарисовки. ☛Беломорск ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««,2021-08-03 11:50:03,,108,24,3007
праздник,0.4746,💦 Весенние зарисовки ☛Большой Клименецкий остров. 🐾 Фауна Карелии ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Частые гости деревни - лиса и енотовидная собачка. Мишки тоже рядом. Проснулись!,2020-04-24 19:56:00,,62,2,1647
праздник,0.4735,"Задел зимы    Из серых туч громада балдахина  срывает листья спелые берёз,  бросает вниз - случается перина,  заводится задел зимы всерьёз.    И нарастает спрос анабиоза.  Пригоден он для долгих зимних грёз.  Накопленная летняя фруктоза,  уменьшит горечь вешних слёз.    Заботливо раскинулись туманы,  окутали берёзок наготу,  и журавлей улётных, меломаны  готовы слушать, песен грусноту.    Туманна осень, заморозок, иней,  упавший в лужу лист покрыл ледок,  яснеет голова под шапочкою зимней,  приятен твой первичный холодок.    26.09.20  фото из интернета",2020-09-26 06:54:33,,6,0,0
праздник,0.4735,"#ЛАДОГИБерега / вектор - Зима /  = Так божественно и умиротворённо выглядела / 20.02.2020 / акватория Яккимваарского залива Ладожского озера, в позднеполуденное время. Светило и, уже по - весеннему пригревало, ещё календарное зимнее солнце. С Ладоги задувал едва ощутимый, слегка прохладный ветерок ... На небосводе - ни облачка. На водной глади залива - почти полный штиль. И, поверьте на слово, кабы не мирская суета - сует, очень хотелось остаться и наслаждаться этой, богом данной, именно в этот день, природной благодатией до закатного вечера ... =  #ладога #залив #яккимваара #набережная #карелия #лахденпохья",2020-02-25 14:59:00,,53,6,1269
праздник,0.4727,"Навстречу лету    Я воспряну от вольного ветра,  что заглянет в пузырь-рубашонку.  Двадцать два налитых километра  приведут на лесную избёнку.    Пузырится вода под мотором,  и волна набегает и шепчет,  за таким ежегодным повтором  часть души от избытка трепещет.    Заявлюсь для принятья восторга,  здесь избушка запрятана в зелень,  в ней кукушка, ку-ку тараторка,  и цветущей черёмухи белень.    Вот, она задалась, «расслабуха»,  с ней забудется подлая старость.  Радость прёт врассыпную, но глухо,  кстати так, когерентная малость.    Враз забылись и вьюга и стужа,  улыбается в полдень тростинка,  гладь озёр - не Маркизова лужа,  но бывает с волною волынка.    30.05.20  фото из интернета",2020-05-30 07:29:21,,8,0,0
праздник,0.4711,❄ Октябрьские зарисовки. ☛Лисья Сельга «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Черный на белом По утреннему снежку,2021-10-25 18:37:04,,50,0,1897
праздник,0.4709,"💦 Весенние зарисовки ☛Лахденпохья  🐾 Фауна Карелии  ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Такой сюрприз ждал жителя Лахденпохья утром возле крылечка. Немного оклемавшись, новорожденные скрылись в лесу",2020-05-10 14:25:00,,158,7,4869
праздник,0.4709,"🍂 Осенние зарисовки  🔵 Озёра Карелии ▰ Лахденпохский р-н, Озеро ""Эхо"" (#Тенткенлампи)  «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««  В Карелии, возле поселка Куркиеки, есть в лесу два озера с чистой водой - Пиенлампи и Тенткенлампи. Второе называют также озеро Эхо. И это неспроста.  Если выйти на берег этого озера и крикнуть, то будет слышно , как эхо отзовется несколько раз. Звук здесь отражается от скал на берегу озера, которое напоминает по форме сапог. Наверно, именно такая форма усиливает эффект эха.  Все это делает озеро необычным и загадочным. Тем более, что здесь вообще нет людей, тишина и покой.",2019-10-25 16:55:00,,33,2,929
праздник,0.4708,"🐾 Фауна Карелии  «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««  Такие кадры — большая редкость! Несколько жителей Костомукши видели на льду озера Контокки росомаху!   Росомаха — древнейшее в мире животное, ровесник мамонта и пещерного медведя.  У саамов она считается демоном тайги. Такой ярлык люди на нее повесили за то, что в ночной мгле глаза этого хищника блестят холодным красным цветом.  Увидеть в лесу живую росомаху удается очень редко. Благодаря своей скрытности, одно из наименее изученных зверей северных лесов.  Этот редкий вид животных внесён в Красную книгу   Автор видео - Александр Горяйнов.",2020-01-10 20:35:00,,161,16,5032
праздник,0.4695,✅ Июньские зарисовки. ☛ Белое море. Карелия. ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Гроза 22.06.21 на Полярном круге.,2021-06-24 18:30:02,,132,20,2755
праздник,0.4693,"Привет из заснеженной Илемсельги. Лёд на озере 2 сантиметра. И волчьи следы на дороге.Тишина... Но !  "" В этой деревне огни не погашены.  Ты мне тоску не пророчь!  Светлыми звездами нежно украшена  Тихая зимняя ночь....""",2020-12-05 12:46:00,,239,11,5994
праздник,0.4689,⚪ Зимние зарисовки ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Водопад Юканкоски в первый день зимы.,2020-12-26 11:30:02,,141,13,4689
праздник,0.4688,❄ Зимние зарисовки Хайколя ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« У нас настоящая зима: мороз и солнце! Радуемся солнышку  [id134901595|Анна Антипина],2017-12-26 17:01:20,,23,0,439
праздник,0.4679,"❄ Зимние зарисовки  «««««««««««««««««««««««««««««««««««««««««««««««««««««« ❉ ❉ ❉ То тает, то метёт... Метёт и снова тает.  А жизнь — она летает, а вовсе не идёт... ( Лариса Миллер)  Петрозаводск Ул. Дзержинского",2017-12-16 22:29:59,,41,4,664
праздник,0.4676,Августовские зарисовки. ☛  «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Семейка мухоморов: вчера и сегодня,2021-08-16 22:41:39,,34,0,1311
праздник,0.4671,❄ Зимние зарисовки. ☛Кончезерье. Сегодня минус 17 «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««,2021-01-21 21:46:52,,51,4,2528
праздник,0.4642,"🌀 Весенние зарисовки. ☛Петрозаводск, Ключевской карьер. Май 2021. ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« ""Сам слезешь?""",2021-05-15 16:39:00,,52,14,2143
праздник,0.4641,"Мне не хочется крох      Мне б на Северный полюс попасть  И пощупать земную ось,  И узнать где у Арктики пасть,  Но, увы… не выпала кость.    Ишь, куда захотел старый хрен,  Там Папанин с Ширшовым был,  Там возможен ледовый плен,  Я хочу! – звон железа удил.    Воркута, Харьяга и Ямал…  Это всё лишь предбанник пути.  Эй, романтика! Где наш финал?  Ты устала? Я – нет, ты прости.    Соберу на дорогу рюкзак,  Мой маяк - светофорный сполох.  Что со мной? Да, на месте чердак,  Просто в жизни не хочется крох.       фото из интернета",2020-07-01 08:10:13,,4,0,0
праздник,0.464,"✦ ✦ ✦  Уж в карельских деревнях деревья цветут,  Уж карельские березки одеваются листвой,  Кукушка кукует и весна уже здесь,  Унесись мое эхо далёко.    Я знаю все сопки скал,  Дым пожогов, сны ночей,  Огромных лесов дикую глушь,  Синеющие проливы и тихие заводи.    Здесь всегда дорога не имела конца,  Шла сквозь дубравы и ельники.  Я стоял на самой вершине горы,  Откуда видно всю мою Карелию.        Привет, лес! Привет, скала! Привет, хозяин леса!  Здесь твой храбрый юный сын,  Который летит вперед изо всех сил,  Как могучий горный ветер.    Я хочу быть сыном леса,  Героем могучего леса.  На полянах Тапиолы я бьюсь с медведем,  И весь мир для меня забыт!    Восхитителен здесь мир,  Но храбрость только в битве:  Шторм надвигается и лес сотрясется,  Молния рвется с небес,  И с грохотом падает ель.    Я хочу быть сыном леса,  Героем могучего леса.  На полянах Тапиолы я бьюсь с медведем,  И весь мир для меня забыт!  ✍🏻Творчество наших подписчиков",2020-03-09 15:40:00,,52,10,1612
праздник,0.464,"❄ Зимние фото- и видеозарисовки ► п. Калевала ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Зимааааа...  [id16185802|Елена Шандра], Москва",2018-01-05 16:49:03,,21,1,506
праздник,0.464,"❄ Зима в деревне.  Лютует холод порою зимней, Сугробы-горы; на ветках иней, Хрустальный воздух да снег блестящий,  Да треск морозный - в лесу звенящий.  Зима в деревне... Туман над речкой.  Горят поленья в кирпичной печке.  Меня встречают с мороза прямо  Горячим чаем отец и мама.  Здесь запах хлеба с табачным дымом,  И детством пахнет непостижимо....  © Copyright: Ефимов Валерий",2022-01-03 19:14:07,,60,8,2513
праздник,0.4637,❄ Январские зарисовки ⏩Онежское озеро ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Почти как Белое море...  [id116668776|Имрам Джугашвили],2018-01-25 18:32:27,,26,4,779
праздник,0.4634,💦 Весенние зарисовки ☛ Северная Карелия. Чупа «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««,2020-03-30 11:55:00,,27,1,955
праздник,0.4628,"Яблочный снег    Отметелила яблонька,  сбросив платье-букет,  запечалилась бабонька,  потеряв белый цвет.    С зорькой алою спорила,  жёг Восток молодой,  соловья трели вторила  и была под фатой.    Ты цвела, красовалась,  рисовали портрет,  поголовно влюблялись,  а теперь уже нет.    Август. Серые ночи.  Этот пепельный свет.  Меланхолия в очи…  Вышло время сует.    И смирилась с судьбою:  непогодный раздрай,  старый сад над рекою  оживёт снова в май.    05.08.20",2020-08-05 05:48:50,,10,0,0
праздник,0.4627,"❄ Январские зарисовки ⏩ Заонежье ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« У нас оттепель посреди зимы!   На фото: Речка Кажемка, протекающая через одноименное село Кажма. (Медвежьегорский район) На реке живёт семья уток, оставшаяся на зимовку.   Здесь, в селе Кажма, снимался один из эпизодов фильма  ""Находка"" с Алексеем Гуськовым.  ©::[id112513933|Сергей Шихуцкий]",2018-01-27 11:45:31,,41,5,726
праздник,0.4622,"Под небом единым    И неба лазурь, и утренность зорь,  призывный гудок парохода,  свобода ликуй, судьба не дозорь:  прелюдии-сказки дневного похода.    Я вижу мерцанье, но нужен стартёр,  уйду и уеду в «далёкие» дали,  и ждёт-поджидает котёл и костёр  мне гулкие ветры привет передали.    Здесь ветер напитан сосновой смолой,  задорно петляет болотистый Синдель,  И друг мой живёт, бурундук молодой,  а старый глухарь в неизвестности сгинул.    За два километра,- вы скажете, вздор!  Отмерять их надо худыми ногами,  болото живёт, там кончается бор,  и ельник начнётся с отрадой-груздями.    Резина дороги, где мыслям простор,  и дух на знакомые тонкости светлый,  как гордый петух, разноцветен мажор,  минор затаился, минорка, ну, где ты?    Отчаянно, вдрызг разлохматится Путь,  и вспыхнет звезда над грибною поляной,  из космоса холод, из космоса жуть,  хотения дурь, пусть окажется рьяной...    11.07.20   фото из интернета",2020-07-11 06:18:08,,4,0,0
праздник,0.462,💦 Зимние зарисовки  Беломорская Серая Шейка. «««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««,2020-02-14 11:35:00,,29,1,862
праздник,0.4618,🌀 Весенние зарисовки. ☛  ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««« Сегодня с Арни утром были в шоке. Мимо нашей деревни по припорошенной дороге кто-то прошел на лыжах!),2021-04-23 11:11:03,,54,5,2357
праздник,0.4615,"☃ Зимние зарисовки 🌏 Виенанмери Vienanmeri (карел.)- Белое море.  ««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««««  Белое море в декабре.❄🌥🌨    День декабря недолгий, поздно расцветает и рано темнеет. С рассветом, заметив на небе краешек солнца, пробившегося сквозь серую завесу, поспешила к морю. Здесь свежо и морозно. Студёный ветер с просторов Севера пронизывает насквозь. Странная зима сейгод. Прошла декада декабря, а море решило покуражиться: до сих пор не встало. Берега объяты снегом, камни у воды обледенели, а оно чуть затягивается ледяной коркой, таЯ в себе огромную привлекательность.  Существует версия, что мореплаватели назвали море Белым из-за того, что часто видели его окутанным дождём, в белом тумане, а также по ассоциации с белым цветом льда и снега. Известно, что у язычников Белый цвет означал по компасу направление Север. То есть,Vienanmeri* - это море, расположенное на севере. Но это вовсе не значит, что во все времена года палитра Белого моря лишь одного цвета! Например, сегодня оно удивило пастельными оттенками акварели и доставило огромное удовольствие. Любоваться морскими пейзажами, тем более когда стоишь на самом краешке земли, можно бесконечно…  Морюшко — любование наше! (поморск.)    Беломорск, 11 декабря 2019 года.",2019-12-12 17:46:00,,43,2,1131
